# Tue Jun 09 17:08:59 MST 2015
2-micrometer	circle	DNA
asexual	spore	wall
assemblon
astrocyte	end-foot
astrocyte	projection
asymmetric	synapse
attachment	organelle
attachment	organelle	membrane
autolysosome
autophagic	vacuole
autophagic	vacuole	lumen
autophagic	vacuole	membrane
autosome
axolemma
axon
axon	collateral
axon	cytoplasm
axon	hillock
axon	initial	segment
axon	microtubule	bundle
axon	part
axon	terminus
axonal	growth	cone
axonal	spine
axonemal	basal	plate
axonemal	central	apparatus
axonemal	central	bridge
axonemal	central	pair
axonemal	central	pair	projection
axonemal	outer	doublet
axoneme
axoneme	part
azurophil	granule
azurophil	granule	lumen
azurophil	granule	membrane
acrosome
acrosome	inner	membrane
acrosome	lumen
acrosome	membrane
acrosome	outer	membrane
actin	patch
apical	lamina
autophagosome
autophagosome	lumen
autophagosome	membrane
bacterial	nucleoid
bacterial	thylakoid
bacterial-type	flagellar	cytoplasm
bacterial-type	flagellum
bacterial-type	flagellum	basal	body
bacterial-type	flagellum	basal	body	,	C	ring
bacterial-type	flagellum	basal	body	,	MS	ring
bacterial-type	flagellum	basal	body	,	distal	rod
bacterial-type	flagellum	basal	body	,	distal	rod	,	L	ring
bacterial-type	flagellum	basal	body	,	distal	rod	,	P	ring
bacterial-type	flagellum	basal	body	,	proximal	rod
bacterial-type	flagellum	basal	body	,	rod
bacterial-type	flagellum	filament
bacterial-type	flagellum	filament	cap
bacterial-type	flagellum	hook
bacterial-type	flagellum	hook-filament	junction
bacterial-type	flagellum	part
bacteroid	containing	symbiosome
barrier	septum
basal	cortex
basal	labyrinth
basal	lamina
basal	layer	of	collagen	and	cuticulin	based	cuticle	extracellular	matrix
basal	part	of	cell
basal	plasma	membrane
basal	pole	of	neuron
basal	ring	of	apical	complex
basement	membrane
basilar	dendrite
basolateral	plasma	membrane
bicellular	tight	junction
biofilm	matrix
biofilm	matrix	component
biofilm	matrix	surface
bipartite	viral	genome
bleb
blood	microparticle
bounding	membrane	of	organelle
bridge	contact	site
brush	border
brush	border	membrane
calyx	of	Held
capitate	projection
capsomere
capsule
carboxysome
cardiac	myofibril
carotenoid	vesicle
caveola
cell
cell	body
cell	body	fiber
cell	body	membrane
cell	cortex
cell	cortex	of	cell	tip
cell	cortex	of	growing	cell	tip
cell	cortex	part
cell	division	site
cell	division	site	part
cell	envelope
cell	hair
cell	junction
cell	leading	edge
cell	outer	membrane
cell	part
cell	periphery
cell	plate
cell	pole
cell	projection
cell	projection	cytoplasm
cell	projection	membrane
cell	projection	part
cell	septum
cell	septum	edging
cell	septum	part
cell	septum	surface
cell	surface
cell	surface	furrow
cell	tip
cell	trailing	edge
cell	trailing	edge	membrane
cell	wall
cell	wall	part
cell	wall	bounded	periplasmic	space
cell-cell	adherens	junction
cell-cell	contact	zone
cell-cell	junction
cell-substrate	adherens	junction
cell-substrate	junction
cellular	birth	scar
cellular	bud
cellular	bud	membrane
cellular	bud	neck
cellular	bud	neck	contractile	ring
cellular	bud	neck	septin	collar
cellular	bud	neck	septin	ring
cellular	bud	neck	septin	structure
cellular	bud	neck	split	septin	rings
cellular	bud	scar
cellular	bud	tip
cellulose	microfibril
cellulosome
central	element
central	plaque	of	mitotic	spindle	pole	body
central	plaque	of	spindle	pole	body
central	vacuole
centriolar	satellite
centriole
centrosomal	corona
centrosome
cerebellar	mossy	fiber
chiasma
chitosan	layer	of	spore	wall
chitosome
chitosome	membrane
chlamydospore	septin	filament	array
chloroplast
chloroplast	chromosome
chloroplast	envelope
chloroplast	inner	membrane
chloroplast	intermembrane	space
chloroplast	membrane
chloroplast	nucleoid
chloroplast	outer	membrane
chloroplast	part
chloroplast	starch	grain
chloroplast	stroma
chloroplast	stromal	thylakoid
chloroplast	thylakoid
chloroplast	thylakoid	lumen
chloroplast	thylakoid	membrane
chlorosome
chlorosome	envelope
chorion
chromaffin	granule
chromaffin	granule	lumen
chromaffin	granule	membrane
chromocenter
chromoplast
chromoplast	envelope
chromoplast	inner	membrane
chromoplast	intermembrane	space
chromoplast	membrane
chromoplast	outer	membrane
chromoplast	stroma
chromosomal	part
chromosomal	region
chromosome
chromosome	,	centromeric	core	domain
chromosome	,	centromeric	outer	repeat	region
chromosome	,	centromeric	region
chromosome	,	telomeric	region
ciliary	basal	body
ciliary	base
ciliary	cytoplasm
ciliary	inversin	compartment
ciliary	membrane
ciliary	part
ciliary	pocket
ciliary	pocket	membrane
ciliary	rootlet
ciliary	shaft
ciliary	tip
ciliary	transition	zone
cilium
cis-Golgi	network
cis-Golgi	network	membrane
classical	Lewy	body
clathrin	coated	endocytic	vesicle
clathrin	coated	endocytic	vesicle	membrane
clathrin	coated	phagocytic	vesicle
clathrin	coated	phagocytic	vesicle	membrane
clathrin	coated	vesicle
clathrin	coated	vesicle	membrane
clathrin	sculpted	acetylcholine	transport	vesicle
clathrin	sculpted	acetylcholine	transport	vesicle	lumen
clathrin	sculpted	acetylcholine	transport	vesicle	membrane
clathrin	sculpted	gamma-aminobutyric	acid	transport	vesicle
clathrin	sculpted	gamma-aminobutyric	acid	transport	vesicle	lumen
clathrin	sculpted	gamma-aminobutyric	acid	transport	vesicle	membrane
clathrin	sculpted	glutamate	transport	vesicle
clathrin	sculpted	glutamate	transport	vesicle	lumen
clathrin	sculpted	glutamate	transport	vesicle	membrane
clathrin	sculpted	monoamine	transport	vesicle
clathrin	sculpted	monoamine	transport	vesicle	lumen
clathrin	sculpted	monoamine	transport	vesicle	membrane
clathrin	sculpted	vesicle
cleavage	apparatus	septin	structure
cleavage	body
cleavage	furrow
climbing	fiber
coated	membrane
coated	pit
coated	vesicle
coated	vesicle	membrane
collagen	and	cuticulin	based	cuticle	extracellular	matrix
collagen	and	cuticulin	based	cuticle	extracellular	matrix	part
columella
compact	myelin
complex	laminated	body
compound	sieve	plate
condensed	chromosome
condensed	chromosome	,	centromeric	region
condensed	nuclear	chromosome
condensed	nuclear	chromosome	,	centromeric	region
cone	cell	pedicle
connecting	hemi-adherens	junction
conoid
contact	site
contractile	actin	filament	bundle
contractile	fiber
contractile	fiber	part
contractile	ring
contractile	vacuolar	membrane
contractile	vacuole
cornified	envelope
cortical	Lewy	body
cortical	actin	cytoskeleton
cortical	cytoskeleton
cortical	endoplasmic	reticulum
cortical	granule
cortical	layer	of	collagen	and	cuticulin	based	cuticle	extracellular	matrix
cortical	microtubule	cytoskeleton
costamere
crystalloid
cuticular	plate
cyanelle
cyanelle	envelope
cyanelle	inner	membrane
cyanelle	intermembrane	space
cyanelle	membrane
cyanelle	outer	membrane
cyanelle	stroma
cyanelle	thylakoid
cyanelle	thylakoid	lumen
cyanelle	thylakoid	membrane
cyanosome
cyst	wall
cytolytic	granule
cytoneme
cytoophidium
cytoplasm
cytoplasmic	chromosome
cytoplasmic	membrane	bounded	vesicle
cytoplasmic	membrane	bounded	vesicle	lumen
cytoplasmic	part
cytoplasmic	periphery	of	the	nuclear	pore	complex
cytoplasmic	replication	fork
cytoplasmic	side	of	Golgi	membrane
cytoplasmic	side	of	apical	plasma	membrane
cytoplasmic	side	of	early	endosome	membrane
cytoplasmic	side	of	endoplasmic	reticulum	membrane
cytoplasmic	side	of	endosome	membrane
cytoplasmic	side	of	late	endosome	membrane
cytoplasmic	side	of	lysosomal	membrane
cytoplasmic	side	of	membrane
cytoplasmic	side	of	mitochondrial	outer	membrane
cytoplasmic	side	of	plasma	membrane
cytoplasmic	side	of	rough	endoplasmic	reticulum	membrane
cytoplasmic	side	of	smooth	endoplasmic	reticulum	membrane
cytoplasmic	side	of	trans-Golgi	network	transport	vesicle	membrane
cytoplasmic	side	of	transport	vesicle	membrane
cytoplasmic	vesicle
cytoplasmic	vesicle	membrane
cytoplasmic	vesicle	part
cytoplasmic	viral	factory
cytoproct
cytoskeletal	calyx
cytoskeletal	part
cytoskeleton
cytosol
cytosolic	part
cytostome
calyx
centromere
cilium	axoneme
cilium	basal	body
cilium	membrane
clathrin	coated	pit
clathrin	coated	vesicle	lumen
cvt	vesicle
cvt	vesicle	lumen
cvt	vesicle	membrane
deep	fiber
dendriole
dendrite
dendrite	cytoplasm
dendrite	membrane
dendrite	terminus
dendritic	branch
dendritic	branch	point
dendritic	cell	dendrite
dendritic	filopodium
dendritic	growth	cone
dendritic	knob
dendritic	lamellar	body
dendritic	shaft
dendritic	spine
dendritic	spine	head
dendritic	spine	membrane
dendritic	spine	neck
dendritic	tree
dendritic	tuft
dense	body
dense	core	granule
dense	core	granule	membrane
dense	fibrillar	component
dense	nuclear	body
dentate	gyrus	mossy	fiber
desmosome
deuterosome
dinoflagellate	antapex
dinoflagellate	antapical	horn
dinoflagellate	apex
dinoflagellate	apical	groove
dinoflagellate	apical	horn
dinoflagellate	cingulum
dinoflagellate	epicone
dinoflagellate	hypocone
dinoflagellate	sulcal	notch
dinoflagellate	sulcus
dityrosine	layer	of	spore	wall
dolipore	septum
double	membrane	vesicle	viral	factory
dsRNA	viral	genome
early	endosome
early	endosome	lumen
early	endosome	membrane
early	phagosome
early	phagosome	membrane
early	recombination	nodule
ectexine
ectoplasm
egg	coat
eisosome
eisosome	membrane	domain	and	MCC
elaioplast
elaioplast	stroma
elastic	fiber
endexine
endocytic	patch
endocytic	vesicle
endocytic	vesicle	lumen
endocytic	vesicle	membrane
endolysosome
endolysosome	lumen
endolysosome	membrane
endomembrane	system
endonuclear	canal
endoplasmic	reticulum
endoplasmic	reticulum	cisternal	network
endoplasmic	reticulum	exit	site
endoplasmic	reticulum	lumen
endoplasmic	reticulum	membrane
endoplasmic	reticulum	part
endoplasmic	reticulum	quality	control	compartment
endoplasmic	reticulum	tubular	network
endoplasmic	reticulum-Golgi	intermediate	compartment
endoplasmic	reticulum-Golgi	intermediate	compartment	membrane
endosomal	part
endosome
endosome	lumen
endosome	membrane
endosome	to	plasma	membrane	transport	vesicle
endospore	coat
endospore	core
endospore	cortex
endospore	external	encapsulating	structure
endospore	forming	forespore
endothelial	microparticle
ensheathing	process
envelope
epicuticle	of	collagen	and	cuticulin	based	cuticle	extracellular	matrix
epidermal	lamellar	body
epidermal	lamellar	body	membrane
equatorial	microtubule	organizing	center
esterosome
esterosome	lumen
esterosome	membrane
ethanolamine	degradation	polyhedral	organelle
etioplast
etioplast	envelope
etioplast	membrane
etioplast	prolamellar	body
etioplast	stroma
excitatory	neuromuscular	junction
excitatory	neuromuscular	junction	of	somatic	myotube
excitatory	synapse
exine
exocytic	vesicle
exoneme
exosporium
external	encapsulating	structure
external	encapsulating	structure	part
external	side	of	apical	plasma	membrane
external	side	of	cell	outer	membrane
external	side	of	cell	wall
external	side	of	fungal-type	cell	wall
external	side	of	mycolate	outer	membrane
external	side	of	plasma	membrane
extra-invasive	hyphal	membrane
extra-invasive	hyphal	space
extracellular	core	region	of	desmosome
extracellular	exosome
extracellular	matrix
extracellular	matrix	component
extracellular	membrane	bounded	organelle
extracellular	non-membrane-bounded	organelle
extracellular	organelle
extracellular	region
extracellular	region	part
extracellular	space
extracellular	space	of	host
extracellular	vesicle
extrachromosomal	DNA
extrachromosomal	circular	DNA
extrachromosomal	rDNA	circle
extrahaustorial	matrix
extrahaustorial	membrane
extraorganismal	space
extrinsic	component	of	Golgi	membrane
extrinsic	component	of	autophagic	vacuole	membrane
extrinsic	component	of	cell	outer	membrane
extrinsic	component	of	cytoplasmic	side	of	plasma	membrane
extrinsic	component	of	endoplasmic	reticulum	membrane
extrinsic	component	of	endosome	membrane
extrinsic	component	of	external	side	of	cell	outer	membrane
extrinsic	component	of	external	side	of	mycolate	outer	membrane
extrinsic	component	of	external	side	of	plasma	membrane
extrinsic	component	of	fungal-type	vacuolar	membrane
extrinsic	component	of	intraperoxisomal	membrane
extrinsic	component	of	lumenal	side	of	plastid	thylakoid	membrane
extrinsic	component	of	lysosome	membrane
extrinsic	component	of	membrane
extrinsic	component	of	mitochondrial	inner	membrane
extrinsic	component	of	mitochondrial	outer	membrane
extrinsic	component	of	mycolate	outer	membrane
extrinsic	component	of	nuclear	outer	membrane
extrinsic	component	of	omegasome	membrane
extrinsic	component	of	organelle	membrane
extrinsic	component	of	periplasmic	side	of	cell	outer	membrane
extrinsic	component	of	periplasmic	side	of	plasma	membrane
extrinsic	component	of	plasma	membrane
extrinsic	component	of	plastid	inner	membrane
extrinsic	component	of	plastid	membrane
extrinsic	component	of	plastid	thylakoid	membrane
extrinsic	component	of	pre-autophagosomal	structure	membrane
extrinsic	component	of	stromal	side	of	plastid	inner	membrane
extrinsic	component	of	stromal	side	of	plastid	thylakoid	membrane
extrinsic	component	of	thylakoid	membrane
extrinsic	component	of	vacuolar	membrane
eyespot	apparatus
exosome
fascia	adherens
female	germ	cell	nucleus
female	germline	ring	canal
female	germline	ring	canal	inner	rim
female	germline	ring	canal	outer	rim
female	pronucleus
fertilization	envelope
fibril
fibrillar	center
fibrillary	inclusion
filiform	apparatus
filopodium
filopodium	membrane
filopodium	tip
filtration	diaphragm
focal	adhesion
food	vacuole
foot	layer
formin	nucleated	actin	cable
free	sarcoplasmic	reticulum	membrane
fungal-type	cell	wall
fungal-type	vacuole
fungal-type	vacuole	lumen
fungal-type	vacuole	membrane
fusome
flagellum
flagellum	axoneme
flagellum	basal	body
flagellum	membrane
gap	junction
gas	vesicle
gas	vesicle	shell
gemmule
generative	cell	nucleus
germ	cell	nucleus
germ	plasm
germ	tube
germ	tube	septin	cap
germ	tube	septin	ring
germinal	vesicle
germination	pore
germline	ring	canal
gerontoplast
giant	axon
glial	cell	postsynaptic	density
glial	cell	projection
glial	cytoplasmic	inclusion
glial	limiting	end-foot
glycocalyx
glycogen	granule
glycoprotein	network
glycosome
glycosome	lumen
glycosome	membrane
glyoxysomal	lumen
glyoxysomal	membrane
glyoxysome
goblet	cell	theca
granal	stacked	thylakoid
granular	component
granular	vesicle
granum
growing	cell	tip
growth	cone
growth	cone	membrane
gut	granule
gut	granule	lumen
gut	granule	membrane
gas	vesicle	lumen
gas	vesicle	membrane
gem
half	bridge	of	mitotic	spindle	pole	body
half	bridge	of	spindle	pole	body
haustorium
helical	viral	capsid
hemicellulose	network
hemidesmosome
hippocampal	mossy	fiber
hippocampal	mossy	fiber	expansion
histone	locus	body
horsetail	nucleus
horsetail	nucleus	leading	edge
host
host	bacteroid	containing	symbiosome
host	caveola
host	cell
host	cell	Cajal	body
host	cell	Golgi	apparatus
host	cell	Golgi	membrane
host	cell	PML	body
host	cell	chloroplast
host	cell	chloroplast	part
host	cell	chloroplast	thylakoid	membrane
host	cell	cytoplasm
host	cell	cytoplasm	part
host	cell	cytoplasmic	vesicle
host	cell	cytoplasmic	vesicle	membrane
host	cell	cytosol
host	cell	endocytic	vesicle	membrane
host	cell	endomembrane	system
host	cell	endoplasmic	reticulum
host	cell	endoplasmic	reticulum	lumen
host	cell	endoplasmic	reticulum	membrane
host	cell	endoplasmic	reticulum-Golgi	intermediate	compartment
host	cell	endoplasmic	reticulum-Golgi	intermediate	compartment	membrane
host	cell	endosome
host	cell	endosome	lumen
host	cell	endosome	membrane
host	cell	envelope
host	cell	filopodium
host	cell	junction
host	cell	late	endosome
host	cell	late	endosome	membrane
host	cell	lipid	particle
host	cell	lysosomal	membrane
host	cell	lysosome
host	cell	membrane
host	cell	membrane	pore	complex
host	cell	mitochondrial	envelope
host	cell	mitochondrial	inner	membrane
host	cell	mitochondrial	intermembrane	space
host	cell	mitochondrial	membrane
host	cell	mitochondrial	outer	membrane
host	cell	mitochondrion
host	cell	nuclear	envelope
host	cell	nuclear	inner	membrane
host	cell	nuclear	lamina
host	cell	nuclear	matrix
host	cell	nuclear	membrane
host	cell	nuclear	outer	membrane
host	cell	nuclear	part
host	cell	nucleolus
host	cell	nucleoplasm
host	cell	nucleus
host	cell	outer	membrane
host	cell	part
host	cell	perinuclear	region	of	cytoplasm
host	cell	periphery
host	cell	periplasmic	space
host	cell	plasma	membrane
host	cell	plasmodesma
host	cell	plastid
host	cell	presynaptic	membrane
host	cell	projection
host	cell	rough	endoplasmic	reticulum
host	cell	rough	endoplasmic	reticulum	membrane
host	cell	smooth	endoplasmic	reticulum
host	cell	smooth	endoplasmic	reticulum	membrane
host	cell	surface
host	cell	synapse
host	cell	synaptic	vesicle
host	cell	synaptic	vesicle	membrane
host	cell	viral	assembly	compartment
host	cell	viral	nucleoid
host	cell	wall
host	chromosome
host	cytoskeleton
host	intracellular	membrane	bounded	organelle
host	intracellular	organelle
host	intracellular	part
host	multivesicular	body
host	organelle	outer	membrane
host	outer	membrane
host	peribacteroid	fluid
host	peribacteroid	membrane
host	symbiosome
host	thylakoid
host	thylakoid	membrane
host-symbiont	bicellular	tight	junction
hyaline	inclusion
hyaline	layer
hyaluranon	cable
hydrogenosomal	membrane
hydrogenosome
hydrogenosome	lumen
hyphal	cell	wall
hyphal	septin	band
hyphal	septin	cap
hyphal	septin	ring
hyphal	tip
hypolemmal	cisterna
host	cis-Golgi	network
host	cis-Golgi	network	membrane
host	cytosol
host	filopodium
host	nucleolus
host	nucleoplasm
host	perinuclear	region
host	phagosome
host	phagosome	membrane
host	plasmodesma
host	presynaptic	cell	membrane
host	synapse
host	trans-Golgi	network
host	trans-Golgi	network	membrane
integral	to	membrane
icosahedral	viral	capsid
icosahedral	viral	capsid	,	collar
icosahedral	viral	capsid	,	collar	fiber
icosahedral	viral	capsid	,	neck
icosahedral	viral	capsid	,	neck	fiber
icosahedral	viral	capsid	,	spike
immunological	synapse
inactive	sex	chromosome
incipient	cellular	bud	site
inclusion	body
infected	host	cell	surface	knob
inhibitory	neuromuscular	junction
inhibitory	neuromuscular	junction	of	somatic	myotube
inhibitory	synapse
inner	acrosomal	membrane
inner	dense	plaque	of	desmosome
inner	layer	of	spore	wall
inner	membrane	complex
inner	mucus	layer
inner	plaque	of	mitotic	spindle	pole	body
inner	plaque	of	spindle	pole	body
insulin	responsive	compartment
integral	component	of	Golgi	cis	cisterna	membrane
integral	component	of	Golgi	medial	cisterna	membrane
integral	component	of	Golgi	membrane
integral	component	of	Golgi	trans	cisterna	membrane
integral	component	of	autophagic	vacuole	membrane
integral	component	of	cell	outer	membrane
integral	component	of	chloroplast	inner	membrane
integral	component	of	chloroplast	outer	membrane
integral	component	of	contractile	vacuolar	membrane
integral	component	of	cytoplasmic	side	of	endoplasmic	reticulum	membrane
integral	component	of	endoplasmic	reticulum	membrane
